Date,Record_timestamp,Day,Month,Quarter,Year_half,Year
2021-09-13,,Monday,9,3,2,2021
2021-09-14,,Tuesday,9,3,2,2021
2021-09-15,,Wednesday,9,3,2,2021
2021-09-16,,Thursday,9,3,2,2021
2021-09-17,,Friday,9,3,2,2021
2021-09-18,,Saturday,9,3,2,2021
2021-09-19,,Sunday,9,3,2,2021
2021-09-20,,Monday,9,3,2,2021
2021-09-21,,Tuesday,9,3,2,2021
2021-09-22,,Wednesday,9,3,2,2021
2021-09-23,,Thursday,9,3,2,2021
2021-09-24,,Friday,9,3,2,2021
2021-09-25,,Saturday,9,3,2,2021
2021-09-26,,Sunday,9,3,2,2021
2021-09-27,,Monday,9,3,2,2021
2021-09-28,,Tuesday,9,3,2,2021
2021-09-29,,Wednesday,9,3,2,2021
2021-09-30,,Thursday,9,3,2,2021
2021-10-01,,Friday,10,4,2,2021
2021-10-02,,Saturday,10,4,2,2021
2021-10-03,,Sunday,10,4,2,2021
2021-10-04,,Monday,10,4,2,2021
2021-10-05,,Tuesday,10,4,2,2021
2021-10-06,,Wednesday,10,4,2,2021
2021-10-07,,Thursday,10,4,2,2021
2021-10-08,,Friday,10,4,2,2021
2021-10-09,,Saturday,10,4,2,2021
2021-10-10,,Sunday,10,4,2,2021
2021-10-11,,Monday,10,4,2,2021
2021-10-12,,Tuesday,10,4,2,2021
2021-10-13,,Wednesday,10,4,2,2021
2021-10-14,,Thursday,10,4,2,2021
2021-10-15,,Friday,10,4,2,2021
2021-10-16,,Saturday,10,4,2,2021
2021-10-17,,Sunday,10,4,2,2021
2021-10-18,,Monday,10,4,2,2021
2021-10-19,,Tuesday,10,4,2,2021
2021-10-20,,Wednesday,10,4,2,2021
2021-10-21,,Thursday,10,4,2,2021
2021-10-22,,Friday,10,4,2,2021
2021-10-23,,Saturday,10,4,2,2021
2021-10-24,,Sunday,10,4,2,2021
2021-10-25,,Monday,10,4,2,2021
2021-10-26,,Tuesday,10,4,2,2021
2021-10-27,,Wednesday,10,4,2,2021
2021-10-28,,Thursday,10,4,2,2021
2021-10-29,,Friday,10,4,2,2021
2021-10-30,,Saturday,10,4,2,2021
2021-10-31,,Sunday,10,4,2,2021
2021-11-01,,Monday,11,4,2,2021
2021-11-02,,Tuesday,11,4,2,2021
2021-11-03,,Wednesday,11,4,2,2021
2021-11-04,,Thursday,11,4,2,2021
2021-11-05,,Friday,11,4,2,2021
2021-11-06,,Saturday,11,4,2,2021
2021-11-07,,Sunday,11,4,2,2021
2021-11-08,,Monday,11,4,2,2021
2021-11-09,,Tuesday,11,4,2,2021
2021-11-10,,Wednesday,11,4,2,2021
2021-11-11,,Thursday,11,4,2,2021
2021-11-12,,Friday,11,4,2,2021
2021-11-13,,Saturday,11,4,2,2021
2021-11-14,,Sunday,11,4,2,2021
2021-11-15,,Monday,11,4,2,2021
2021-11-16,,Tuesday,11,4,2,2021
2021-11-17,,Wednesday,11,4,2,2021
2021-11-18,,Thursday,11,4,2,2021
2021-11-19,,Friday,11,4,2,2021
2021-11-20,,Saturday,11,4,2,2021
2021-11-21,,Sunday,11,4,2,2021
2021-11-22,,Monday,11,4,2,2021
2021-11-23,,Tuesday,11,4,2,2021
2021-11-24,,Wednesday,11,4,2,2021
2021-11-25,,Thursday,11,4,2,2021
2021-11-26,,Friday,11,4,2,2021
2021-11-27,,Saturday,11,4,2,2021
2021-11-28,,Sunday,11,4,2,2021
2021-11-29,,Monday,11,4,2,2021
2021-11-30,,Tuesday,11,4,2,2021
2021-12-01,,Wednesday,12,4,2,2021
2021-12-02,,Thursday,12,4,2,2021
2021-12-03,,Friday,12,4,2,2021
2021-12-04,,Saturday,12,4,2,2021
2021-12-05,,Sunday,12,4,2,2021
2021-12-06,,Monday,12,4,2,2021
2021-12-07,,Tuesday,12,4,2,2021
2021-12-08,,Wednesday,12,4,2,2021
2021-12-09,,Thursday,12,4,2,2021
2021-12-10,,Friday,12,4,2,2021
2021-12-11,,Saturday,12,4,2,2021
2021-12-12,,Sunday,12,4,2,2021
2021-12-13,,Monday,12,4,2,2021
2021-12-14,,Tuesday,12,4,2,2021
2021-12-15,,Wednesday,12,4,2,2021
2021-12-16,,Thursday,12,4,2,2021
2021-12-17,,Friday,12,4,2,2021
2021-12-18,,Saturday,12,4,2,2021
2021-12-19,,Sunday,12,4,2,2021
2021-12-20,,Monday,12,4,2,2021
2021-12-21,,Tuesday,12,4,2,2021
2021-12-22,,Wednesday,12,4,2,2021
2021-12-23,,Thursday,12,4,2,2021
2021-12-24,,Friday,12,4,2,2021
2021-12-25,,Saturday,12,4,2,2021
2021-12-26,,Sunday,12,4,2,2021
2021-12-27,,Monday,12,4,2,2021
2021-12-28,,Tuesday,12,4,2,2021
2021-12-29,,Wednesday,12,4,2,2021
2021-12-30,,Thursday,12,4,2,2021
2021-12-31,,Friday,12,4,2,2021
