team,season_year,name,team,team_id,position,situation,games_played,xGoalsPercentage,corsiPercentage,fenwickPercentage,iceTime,xOnGoalFor,xGoalsFor,xReboundsFor,xFreezeFor,xPlayStoppedFor,xPlayContinuedInZoneFor,xPlayContinuedOutsideZoneFor,flurryAdjustedxGoalsFor,scoreVenueAdjustedxGoalsFor,flurryScoreVenueAdjustedxGoalsFor,shotsOnGoalFor,missedShotsFor,blockedShotAttemptsFor,shotAttemptsFor,goalsFor,reboundsFor,reboundGoalsFor,freezeFor,playStoppedFor,playContinuedInZoneFor,playContinuedOutsideZoneFor,savedShotsOnGoalFor,savedUnblockedShotAttemptsFor,penaltiesFor,penalityMinutesFor,faceOffsWonFor,hitsFor,takeawaysFor,giveawaysFor,lowDangerShotsFor,mediumDangerShotsFor,highDangerShotsFor,lowDangerxGoalsFor,mediumDangerxGoalsFor,highDangerxGoalsFor,lowDangerGoalsFor,mediumDangerGoalsFor,highDangerGoalsFor,scoreAdjustedShotsAttemptsFor,unblockedShotAttemptsFor,scoreAdjustedUnblockedShotAttemptsFor,dZoneGiveawaysFor,xGoalsFromxReboundsOfShotsFor,xGoalsFromActualReboundsOfShotsFor,reboundxGoalsFor,totalShotCreditFor,scoreAdjustedTotalShotCreditFor,scoreFlurryAdjustedTotalShotCreditFor,xOnGoalAgainst,xGoalsAgainst,xReboundsAgainst,xFreezeAgainst,xPlayStoppedAgainst,xPlayContinuedInZoneAgainst,xPlayContinuedOutsideZoneAgainst,flurryAdjustedxGoalsAgainst,scoreVenueAdjustedxGoalsAgainst,flurryScoreVenueAdjustedxGoalsAgainst,shotsOnGoalAgainst,missedShotsAgainst,blockedShotAttemptsAgainst,shotAttemptsAgainst,goalsAgainst,reboundsAgainst,reboundGoalsAgainst,freezeAgainst,playStoppedAgainst,playContinuedInZoneAgainst,playContinuedOutsideZoneAgainst,savedShotsOnGoalAgainst,savedUnblockedShotAttemptsAgainst,penaltiesAgainst,penalityMinutesAgainst,faceOffsWonAgainst,hitsAgainst,takeawaysAgainst,giveawaysAgainst,lowDangerShotsAgainst,mediumDangerShotsAgainst,highDangerShotsAgainst,lowDangerxGoalsAgainst,mediumDangerxGoalsAgainst,highDangerxGoalsAgainst,lowDangerGoalsAgainst,mediumDangerGoalsAgainst,highDangerGoalsAgainst,scoreAdjustedShotsAttemptsAgainst,unblockedShotAttemptsAgainst,scoreAdjustedUnblockedShotAttemptsAgainst,dZoneGiveawaysAgainst,xGoalsFromxReboundsOfShotsAgainst,xGoalsFromActualReboundsOfShotsAgainst,reboundxGoalsAgainst,totalShotCreditAgainst,scoreAdjustedTotalShotCreditAgainst,scoreFlurryAdjustedTotalShotCreditAgainst
VAN,2012,VAN,VAN,23,Team Level,all,48,0.51,0.52,0.51,176623,1363.3,119.11,94.94,312.81,45.58,770.26,571.28,115.43,120.01,116.3,1351,563,710,2624,122,72,20,335,46,631,709,1229,1792,225,535,1365,1020,324,342,1472,335,107,41.08,39.15,38.88,44,33,45,2641.37,1914,1930.13,220,20.89,15.16,18.65,121.36,121.97,119.42,1344.73,116.13,94.57,303.54,43.98,749.72,558.06,112.02,115.23,111.14,1389,477,566,2432,115,91,19,331,46,588,696,1274,1751,217,517,1503,1056,370,323,1415,357,94,40.97,43.95,31.21,44,34,37,2408.31,1866,1847.35,185,20.77,20.45,21.25,115.66,114.78,112.8
VAN,2012,VAN,VAN,23,Team Level,5on5,48,0.5,0.51,0.5,140158,1042.32,81.11,69.01,248.91,35.26,583.4,441.31,78.8,82.01,79.67,1034,425,536,1995,84,58,19,270,30,485,533,950,1375,186,456,1017,954,259,282,1136,260,63,31.85,30.03,19.23,35,23,26,2012.37,1459,1475.13,196,14.21,13.1,16.23,79.1,79.71,78.5,1036.31,81.49,69.07,242.85,34.19,575.31,437.1,79.11,80.59,78.23,1074,366,442,1882,80,68,14,263,36,455,539,994,1360,184,446,1126,975,296,254,1117,267,56,33.37,32.91,15.21,39,22,19,1858.31,1440,1421.35,159,14.2,14.3,14.99,80.7,79.82,78.75
VAN,2012,VAN,VAN,23,Team Level,4on5,48,0.12,0.12,0.13,16056,30.72,2.75,1.49,4.08,0.86,9.01,22.81,2.75,2.75,2.75,28,13,9,50,0,0,0,2,0,4,35,28,41,13,26,129,38,40,18,32,4,5,0.89,0.47,1.38,0,0,0,50,41,41,16,0.34,0,0,3.09,3.09,3.08,196.59,20.82,18.7,40.38,6.35,122,64.74,19.9,20.82,19.9,193,80,87,360,24,13,2,47,6,94,89,169,249,14,31,148,20,17,45,194,58,21,4.45,7.23,9.13,2,10,12,360,273,273,7,4.74,2.75,2.85,22.7,22.7,22.12
VAN,2012,VAN,VAN,23,Team Level,5on4,48,0.89,0.9,0.87,15730,199.9,20.45,18.29,41.83,6.44,130.19,70.8,19.57,20.45,19.57,196,92,130,418,23,11,1,42,10,105,97,173,265,19,41,138,13,13,30,220,46,22,5.22,5.49,9.73,4,7,12,418,288,288,5,4.66,1.71,1.86,23.25,23.25,22.42,31.39,2.5,1.44,4.19,0.89,9.13,24.86,2.5,2.5,2.5,38,5,5,48,2,0,0,6,2,2,31,36,41,14,30,134,40,37,15,32,9,2,0.77,1.13,0.61,1,1,0,48,43,43,15,0.34,0,0,2.85,2.85,2.85
DET,2012,DET,DET,17,Team Level,other,48,0.58,0.53,0.57,5345,78.37,13.88,5.39,14.45,2.58,40.71,30.99,13.32,13.88,13.32,76,32,32,140,15,4,3,16,4,32,37,61,93,5,10,89,19,16,13,61,36,11,2.23,4.76,6.89,4,4,7,140,108,108,9,1.51,1.39,1.39,14.01,14.01,13.53,59.9,10.1,4.19,11.8,2.24,33.24,20.44,9.78,10.1,9.78,57,25,43,125,11,4,3,9,2,23,33,46,71,4,8,55,22,10,12,48,22,12,1.9,2.63,5.57,1,2,8,125,82,82,5,1.24,1.19,1.19,10.14,10.14,9.93
DET,2012,DET,DET,17,Team Level,all,48,0.52,0.54,0.54,175664,1467.82,124.3,102.74,334.25,47.83,837.78,613.1,120.61,124.95,121.25,1448,612,675,2735,122,79,23,359,69,655,777,1326,1938,190,423,1387,865,285,366,1599,381,80,44.58,46.54,33.18,37,51,34,2750.73,2060,2068.69,197,22.54,19.59,21.66,125.18,125.64,123.08,1278.49,113.7,88.51,287.24,42.46,710.1,538,110.36,113.91,110.54,1322,458,560,2340,110,95,24,290,47,546,692,1212,1670,206,466,1343,1051,304,341,1355,321,104,38.04,38.88,36.78,29,45,36,2335.69,1780,1777.38,206,19.53,21.73,22.64,110.58,110.75,109
DET,2012,DET,DET,17,Team Level,5on5,48,0.52,0.54,0.53,138739,1118.39,83.85,74,265.24,36.32,632.26,471.33,81.5,84.51,82.14,1113,450,506,2069,75,56,12,294,56,481,602,1038,1488,161,365,991,777,233,276,1232,282,49,35.49,33.96,14.41,29,32,14,2084.73,1563,1571.69,156,15.21,12.56,14.14,84.93,85.39,83.94,984.88,76.56,64.79,231.32,32.69,543.21,418.43,74.5,76.77,74.69,1025,342,425,1792,67,75,15,242,39,411,533,958,1300,177,408,1036,960,232,277,1069,235,63,30.55,28.33,17.69,21,32,14,1787.69,1367,1364.38,184,13.34,14.93,15.84,74.05,74.23,73.41
DET,2012,DET,DET,17,Team Level,4on5,48,0.08,0.1,0.13,14551,27.91,2.03,1.27,3.71,0.79,8.34,24.86,2.01,2.03,2.01,26,15,1,42,2,0,0,3,1,6,29,24,39,10,20,132,46,23,29,35,6,0,1.08,0.95,0,0,2,0,42,41,41,28,0.29,0,0,2.32,2.32,2.3,196.04,23.47,17.72,39.33,6.42,123.13,66.92,22.53,23.47,22.53,198,79,89,366,27,14,6,31,5,110,90,171,250,16,32,125,23,8,37,198,54,25,4.55,6.59,12.33,6,7,14,366,277,277,3,4.54,5.29,5.29,22.72,22.72,21.99
DET,2012,DET,DET,17,Team Level,5on4,48,0.87,0.89,0.87,17029,243.14,24.54,22.08,50.85,8.15,156.46,85.93,23.78,24.54,23.78,233,115,136,484,30,19,8,46,8,136,109,203,318,14,28,175,23,13,48,271,57,20,5.78,6.87,11.88,4,13,13,484,348,348,4,5.52,5.64,6.14,23.93,23.93,23.32,37.68,3.57,1.81,4.79,1.1,10.51,32.21,3.55,3.57,3.55,42,12,3,57,5,2,0,8,1,2,36,37,49,9,18,127,46,54,15,40,10,4,1.04,1.33,1.19,1,4,0,57,54,54,14,0.42,0.32,0.32,3.66,3.66,3.66
BUF,2012,BUF,BUF,7,Team Level,other,48,0.45,0.45,0.46,7149,107.92,17.36,7.64,20.94,3.62,57.13,43.3,16.54,17.36,16.54,111,39,36,186,12,9,3,18,5,49,57,99,138,9,18,98,37,16,16,97,33,20,3.15,4.24,9.97,0,3,9,186,150,150,6,2.19,3.31,3.31,16.24,16.24,15.68,126.43,21.4,8.2,24.76,4.59,68.78,49.26,20.17,21.4,20.17,122,55,54,231,14,9,2,26,4,57,67,108,163,8,16,113,30,16,13,114,33,30,4.05,4.13,13.22,1,3,10,231,177,177,8,2.36,2.97,2.97,20.79,20.79,20.13
BUF,2012,BUF,BUF,7,Team Level,all,48,0.43,0.45,0.45,176768,1285.27,110.93,87.47,291.26,41.44,728.25,539.65,106.84,110.56,106.46,1339,460,606,2405,118,77,24,283,43,557,721,1221,1681,230,542,1340,1079,300,385,1397,302,100,39.75,35.65,35.53,38,45,35,2386.85,1799,1788.85,223,19.37,18.77,19.08,111.22,110.78,108.03,1578.63,148.17,109.47,357.16,52.33,894.32,658.56,142.93,148.96,143.7,1606,614,718,2938,139,100,21,342,59,681,899,1467,2081,215,507,1558,975,313,346,1658,435,127,49.42,52.51,46.25,46,44,49,2955.43,2220,2231.02,184,24.35,22.59,23.6,148.92,149.66,146.43
BUF,2012,BUF,BUF,7,Team Level,5on5,48,0.44,0.45,0.45,138808,965.94,72.24,62.8,228.91,31.13,545.78,411.14,70.35,71.87,69.97,1004,348,461,1813,81,57,18,224,29,422,539,923,1271,194,464,953,941,247,295,1071,224,57,30.9,25.95,15.39,31,34,16,1794.85,1352,1341.85,188,12.87,12.45,12.8,72.31,71.87,71.03,1181.79,92.17,77.93,280.33,38.81,671.81,504.94,89.99,92.96,90.76,1201,465,541,2207,89,72,15,256,46,506,697,1112,1577,173,420,1137,862,252,274,1297,312,57,38.61,37.53,16.04,35,33,21,2224.43,1666,1677.02,148,15.97,14.84,15.3,92.84,93.59,92.42
BUF,2012,BUF,BUF,7,Team Level,4on5,48,0.06,0.1,0.11,15586,28.99,2,1.23,3.78,0.79,8.79,23.41,1.99,2,1.99,34,6,8,48,7,0,0,1,3,7,22,27,33,14,31,156,65,29,24,34,4,2,1.05,0.44,0.5,2,3,2,48,40,40,17,0.28,0,0,2.27,2.27,2.27,227.07,30.88,21.39,46.27,7.73,140.99,73.74,29.13,30.88,29.13,236,85,115,436,29,18,4,51,8,109,106,207,292,25,53,165,24,19,35,206,78,37,5.54,9.28,16.06,6,6,17,436,321,321,9,5.57,4.44,4.97,31.48,31.48,30.1
BUF,2012,BUF,BUF,7,Team Level,5on4,48,0.84,0.85,0.82,15225,182.42,19.33,15.81,37.62,5.9,116.54,61.81,17.95,19.33,17.95,190,67,101,358,18,11,3,40,6,79,103,172,239,13,29,133,36,8,50,195,41,21,4.64,5.02,9.67,5,5,8,358,257,257,12,4.03,3.01,2.97,20.4,20.4,19.06,43.34,3.72,1.94,5.81,1.2,12.73,30.61,3.65,3.72,3.65,47,9,8,64,7,1,0,9,1,9,29,40,49,9,18,143,59,26,24,41,12,3,1.22,1.56,0.93,4,2,1,64,56,56,19,0.44,0.35,0.35,3.8,3.8,3.79
FLA,2012,FLA,FLA,13,Team Level,other,48,0.49,0.47,0.49,3973,74.7,14.96,5.39,13.66,2.76,40.76,25.46,14.05,14.96,14.05,71,32,18,121,15,5,3,13,2,35,33,56,88,3,6,65,20,14,11,51,31,21,1.61,3.92,9.44,1,5,9,121,103,103,6,1.65,1.51,2.25,14.36,14.36,13.55,74.97,15.72,5.19,14.05,2.52,40.03,27.56,14.61,15.72,14.61,75,31,28,134,21,8,3,11,1,41,24,54,85,5,10,54,25,14,5,61,23,22,2.19,3.09,10.43,2,8,11,134,106,106,2,1.52,2.02,2.15,15.02,15.02,14.07
FLA,2012,FLA,FLA,13,Team Level,all,48,0.46,0.49,0.48,174887,1372.28,120.25,90.71,315.78,45.64,763.41,570.2,114.74,118.96,113.5,1401,505,606,2512,109,103,25,349,40,567,738,1292,1797,189,455,1342,1110,307,287,1479,316,111,43.1,38.32,38.83,34,35,40,2446.29,1906,1868.72,170,19.92,23.05,24.75,115.41,114.18,110.96,1465.7,142.86,100.61,329.02,48.12,815.75,609.71,135.86,144.58,137.54,1504,543,605,2652,170,120,22,276,39,689,753,1334,1877,185,431,1377,1344,305,323,1507,403,137,44.45,48.66,49.74,57,66,47,2716.79,2047,2086.93,171,22.12,25.59,25.72,139.19,140.85,135.89
FLA,2012,FLA,FLA,13,Team Level,5on5,48,0.47,0.49,0.48,142745,1097.92,79.91,69.29,263.91,36.55,611.17,467.18,77.41,78.62,76.17,1113,415,521,2049,66,79,16,292,35,460,596,1047,1462,168,403,1036,1030,255,239,1239,229,60,35.73,27.64,16.53,28,23,15,1983.29,1528,1490.72,149,14.19,16.63,17.6,76.5,75.28,74.26,1163.77,91.93,77.21,272.67,38.45,649.03,495.71,89.89,93.64,91.57,1200,425,493,2118,116,93,14,229,32,547,608,1084,1509,159,379,1085,1241,249,257,1243,319,63,37.23,38.14,16.56,47,51,18,2182.79,1625,1664.93,142,15.85,17.37,17.37,90.41,92.08,91.1
FLA,2012,FLA,FLA,13,Team Level,4on5,48,0.09,0.12,0.13,14724,30.82,3.38,1.55,4.19,0.91,8.99,22,3.38,3.38,3.38,32,9,7,48,2,0,0,3,0,4,32,30,39,7,24,116,45,28,13,27,10,4,0.85,1.28,1.25,0,1,1,48,41,41,12,0.35,0,0,3.73,3.73,3.73,200.05,32.3,16.95,39.08,6.42,119.23,66.02,28.56,32.3,28.56,202,78,80,360,33,18,5,32,5,95,97,169,247,9,18,124,29,9,37,178,55,47,4.47,6.74,21.08,8,7,18,360,280,280,5,4.45,5.84,5.84,30.91,30.91,27.88
FLA,2012,FLA,FLA,13,Team Level,5on4,48,0.88,0.88,0.87,13445,168.84,22,14.47,34.03,5.43,102.5,55.57,19.91,22,19.91,185,49,60,294,26,19,6,41,3,68,77,159,208,11,22,125,15,10,24,162,46,26,4.92,5.48,11.6,5,6,15,294,234,234,3,3.71,4.9,4.9,20.81,20.81,19.42,26.91,2.92,1.25,3.21,0.73,7.46,20.43,2.8,2.92,2.8,27,9,4,40,0,1,0,4,1,6,24,27,36,12,24,114,49,33,24,25,6,5,0.56,0.69,1.67,0,0,0,40,36,36,22,0.29,0.36,0.36,2.85,2.85,2.83
NYI,2012,NYI,NYI,2,Team Level,other,48,0.53,0.53,0.51,5306,87.61,18.19,6.04,16.12,2.97,45.73,32.97,17.65,18.19,17.65,88,34,54,176,12,6,1,21,3,35,45,76,110,6,12,80,20,13,19,69,29,24,2.26,3.53,12.4,1,2,9,176,122,122,10,1.75,1.75,1.75,18.19,18.19,17.7,83.89,16.19,5.68,15.51,2.72,44.75,31.15,14.97,16.19,14.97,88,28,43,159,16,3,2,14,4,45,34,72,100,9,18,81,24,13,16,66,27,23,2.25,3.35,10.59,1,4,11,159,116,116,11,1.58,1.09,1.73,16.03,16.03,14.94
NYI,2012,NYI,NYI,2,Team Level,all,48,0.54,0.51,0.51,175636,1434.42,142.3,100.19,324.67,49.48,798.32,596.04,137.38,142.99,138.06,1485,526,752,2763,135,84,9,357,68,588,779,1350,1876,184,425,1369,1018,382,475,1459,423,129,43.98,50.85,47.47,46,51,38,2773.28,2011,2022.16,246,22.09,20.23,21.08,143.3,143.97,140.87,1373.67,122.84,94.47,310.53,44.19,775.32,577.65,118.7,122.84,118.71,1352,573,766,2691,136,84,25,297,37,537,834,1216,1789,192,447,1385,1098,288,435,1463,350,112,41.84,41.78,39.23,42,49,45,2680.98,1925,1920.74,224,20.58,19.12,20.23,123.19,123.22,120.86
NYI,2012,NYI,NYI,2,Team Level,5on5,48,0.52,0.5,0.51,144077,1131.95,92.55,75.1,267.48,38.32,633.53,484.03,90.51,93.24,91.19,1173,418,581,2172,94,61,4,292,57,456,631,1079,1497,155,367,1065,968,325,374,1205,321,65,36.86,38.19,17.51,41,42,11,2182.28,1591,1602.16,205,15.4,12.22,12.79,95.16,95.81,94.56,1097.15,85.96,72.76,255.51,35.06,617.29,472.42,83.55,85.95,83.56,1059,480,635,2174,96,65,20,239,28,411,700,963,1443,160,375,1060,1006,246,352,1195,279,65,34.64,33,18.33,36,42,18,2163.98,1539,1534.74,195,14.92,14.98,15.48,85.4,85.43,84.54
NYI,2012,NYI,NYI,2,Team Level,4on5,48,0.13,0.13,0.13,12817,25.89,3,1.33,3.42,0.74,7.7,18.82,3,3,3,29,6,14,49,1,0,0,4,2,5,23,28,34,12,24,91,21,36,31,19,13,3,0.41,1.68,0.92,0,0,1,49,35,35,27,0.31,0,0,3.31,3.31,3.31,175.09,19.31,15.23,37.12,5.88,107.96,59.49,18.82,19.31,18.82,190,55,74,319,24,15,3,43,5,80,78,166,221,15,36,137,19,7,52,184,38,23,4.58,4.62,10.1,5,3,16,319,245,245,7,3.9,2.88,2.86,20.35,20.35,19.98
NYI,2012,NYI,NYI,2,Team Level,5on4,48,0.95,0.9,0.91,13436,188.97,28.56,17.73,37.66,7.45,111.37,60.23,26.22,28.56,26.22,195,68,103,366,28,17,4,40,6,92,80,167,235,11,22,133,9,8,51,166,60,37,4.45,7.45,16.66,4,7,17,366,263,263,4,4.63,6.27,6.54,26.65,26.65,25.31,17.53,1.39,0.8,2.39,0.52,5.31,14.59,1.36,1.39,1.36,15,10,14,39,0,1,0,1,0,1,22,15,25,8,18,107,49,22,15,18,6,1,0.37,0.81,0.2,0,0,0,39,25,25,11,0.18,0.17,0.17,1.4,1.4,1.4
L.A,2012,L.A,L.A,26,Team Level,other,48,0.55,0.56,0.55,6847,102.64,16.5,7.11,19.43,3.44,56.92,37.61,15.04,16.5,15.04,93,48,47,188,14,10,5,18,2,47,50,79,127,7,14,84,33,9,20,86,33,22,3.08,3.93,9.48,2,2,10,188,141,141,12,2.12,4.25,4.25,14.36,14.36,14.01,84.7,13.36,6.36,16.78,3.21,46.6,29.69,12.56,13.36,12.56,79,37,29,145,12,8,2,14,2,38,42,67,104,6,12,75,40,14,17,62,39,15,1.81,5.08,6.47,0,5,7,145,116,116,14,1.88,2.21,2.38,12.86,12.86,12.25
L.A,2012,L.A,L.A,26,Team Level,all,48,0.55,0.56,0.55,175029,1494.47,130.44,100.68,342.28,48.17,844.66,620.77,125.76,131.38,126.66,1431,656,710,2797,131,100,24,351,46,700,759,1300,1956,194,451,1470,1446,226,426,1605,354,128,46.15,42.26,42.03,45,40,46,2817.61,2087,2101.62,285,22.24,22.51,22.72,129.96,130.73,128.46,1234.81,106.23,86.38,283.3,40.47,695.62,507.01,102.87,106.1,102.74,1198,521,511,2230,114,85,18,282,66,572,600,1084,1605,200,470,1356,1445,262,445,1310,323,86,38.4,39.67,28.14,41,43,30,2219.65,1719,1713.05,291,19.2,18.09,18.26,107.17,106.86,104.65
L.A,2012,L.A,L.A,26,Team Level,5on5,48,0.55,0.56,0.56,139577,1176.06,90.02,75.68,279.61,37.78,660.28,496.64,87.54,90.96,88.45,1134,506,536,2176,86,73,16,291,35,557,598,1048,1554,163,387,1118,1321,176,335,1301,263,76,37.64,31.53,20.85,35,33,18,2196.61,1640,1654.62,238,15.56,15.96,16.18,89.41,90.18,88.89,941.96,74.3,61.7,222.42,30.34,523.32,395.92,72.36,74.17,72.23,929,379,381,1689,79,64,12,230,52,428,455,850,1229,177,424,1019,1317,215,345,1019,234,55,30.76,28.61,14.93,34,30,15,1678.65,1308,1302.05,234,12.72,12.69,12.69,74.33,74.02,72.91
L.A,2012,L.A,L.A,26,Team Level,4on5,48,0.14,0.12,0.13,14602,29.7,2.83,1.39,4.17,0.86,8.6,23.16,2.82,2.83,2.82,25,16,9,50,2,1,0,2,1,9,26,23,39,8,16,121,62,32,33,26,12,3,0.72,1.34,0.77,2,0,0,50,41,41,31,0.32,0.12,0.12,3.03,3.03,3.03,190.42,17.56,17.59,41.49,6.36,120.55,64.46,16.94,17.56,16.94,175,93,98,366,22,13,4,36,11,105,81,153,246,9,18,140,37,10,41,205,48,15,5.29,5.74,6.53,6,8,8,366,268,268,5,4.43,3.19,3.19,18.79,18.79,18.31
L.A,2012,L.A,L.A,26,Team Level,5on4,48,0.95,0.93,0.91,14003,186.06,21.09,16.51,39.07,6.09,118.87,63.36,20.36,21.09,20.36,179,86,118,383,29,16,3,40,8,87,85,150,236,16,34,147,30,9,38,192,46,27,4.7,5.46,10.93,6,5,18,383,265,265,4,4.26,2.18,2.18,23.17,23.17,22.53,17.73,1.01,0.73,2.6,0.56,5.16,16.94,1.01,1.01,1.01,15,12,3,30,1,0,0,2,1,1,22,14,26,8,16,122,51,23,42,24,2,1,0.55,0.24,0.22,1,0,0,30,27,27,38,0.17,0,0,1.18,1.18,1.18
OTT,2012,OTT,OTT,9,Team Level,other,48,0.59,0.52,0.49,7969,98.96,18.16,6.24,19.96,3.24,52.37,37.03,16.38,18.16,16.38,103,34,51,188,14,10,3,22,3,53,35,89,123,5,10,83,41,13,16,84,28,25,2.56,3.63,11.98,2,0,12,188,137,137,10,1.83,3.31,3.85,16.14,16.14,14.84,103.34,12.51,6.93,21.94,3.38,53.93,43.31,11.67,12.51,11.67,103,39,35,177,7,12,3,26,2,49,46,96,135,5,10,94,32,24,25,100,27,15,3.58,3.28,5.66,1,1,5,177,142,142,10,1.96,3.17,3.66,10.82,10.82,10.45
OTT,2012,OTT,OTT,9,Team Level,all,48,0.52,0.53,0.52,175838,1572.46,132.14,103.73,369.02,50.52,877.72,655.87,126.74,132.64,127.24,1591,598,819,3008,112,107,21,343,42,749,836,1479,2077,223,527,1420,1307,312,400,1729,338,122,47.59,41.68,42.88,45,25,42,3016.29,2189,2192.19,249,22.87,22.9,23.5,131.51,132.2,128.86,1444.39,119.92,97.27,339.29,47.88,816.96,604.68,115.4,119.96,115.43,1502,524,616,2642,100,102,19,344,45,662,773,1402,1926,207,497,1469,1330,326,426,1573,348,105,43.88,41.61,34.43,38,25,37,2634.62,2026,2026.32,250,21.63,18.79,19.64,121.91,121.9,118.92
OTT,2012,OTT,OTT,9,Team Level,5on5,48,0.53,0.54,0.53,137188,1224.63,89.31,77.63,300.09,39.42,682.43,514.12,86.9,89.82,87.4,1227,476,634,2337,74,87,17,280,34,572,656,1153,1629,190,455,1073,1152,251,318,1376,255,72,38.1,31.19,20.03,34,23,17,2345.29,1703,1706.19,208,15.94,17.75,17.82,87.44,88.13,86.75,1084.43,79.7,69.29,264.41,36.13,614.79,460.68,77.79,79.73,77.83,1126,399,492,2017,73,68,14,249,35,504,596,1053,1452,183,446,1052,1208,267,315,1212,252,61,33.75,29.95,15.99,32,20,21,2009.62,1525,1525.32,206,14.25,11.96,12.31,81.64,81.63,80.54
OTT,2012,OTT,OTT,9,Team Level,4on5,48,0.13,0.15,0.16,16224,43.79,3.66,2.18,5.85,1.25,13.18,34.88,3.62,3.66,3.62,44,17,9,70,2,0,0,3,1,15,40,42,59,15,36,139,80,42,33,43,15,3,0.92,1.89,0.85,1,0,1,70,61,61,27,0.51,0,0,4.17,4.17,4.13,224.23,24.89,19.57,48.48,7.35,138.83,73.87,23.11,24.89,23.11,239,74,81,394,19,20,2,66,7,102,99,220,294,14,31,170,32,12,52,228,59,26,5.69,7.19,12.02,5,3,11,394,313,313,3,5.06,3.44,3.44,26.52,26.52,25
OTT,2012,OTT,OTT,9,Team Level,5on4,48,0.88,0.88,0.86,14457,205.08,21,17.69,43.12,6.61,129.74,69.84,19.83,21,19.83,217,71,125,413,22,10,1,38,4,109,105,195,266,13,26,125,34,6,33,226,40,22,6,4.97,10.03,8,2,12,413,288,288,4,4.59,1.84,1.83,23.76,23.76,23.14,32.39,2.83,1.47,4.45,1.02,9.42,26.82,2.83,2.83,2.83,34,12,8,54,1,2,0,3,1,7,32,33,45,5,10,153,58,23,34,33,10,3,0.87,1.19,0.77,0,1,0,54,46,46,31,0.34,0.23,0.23,2.93,2.93,2.93
NSH,2012,NSH,NSH,18,Team Level,other,48,0.4,0.48,0.46,6416,76.54,10.41,5.38,15.1,2.42,39.3,29.39,9.48,10.41,9.48,74,28,39,141,11,10,3,14,1,30,36,63,91,6,14,69,31,14,17,61,24,17,1.85,2.89,5.67,3,1,7,141,102,102,11,1.53,2.66,2.66,9.28,9.28,8.96,85.72,15.44,5.18,17.18,2.74,42.72,34.73,15.12,15.44,15.12,86,32,37,155,14,6,2,17,4,28,49,72,104,2,4,76,24,14,14,78,22,18,2.61,2.77,10.06,1,3,10,155,118,118,8,1.45,1.37,1.37,15.52,15.52,15.29
NSH,2012,NSH,NSH,18,Team Level,all,48,0.49,0.47,0.48,175763,1238.91,107.79,86.94,281.72,39.6,693,498.94,103.07,107.18,102.45,1244,464,576,2284,109,94,24,257,42,546,660,1135,1599,179,431,1381,995,314,388,1284,317,107,35.7,37.17,34.91,32,47,30,2254.63,1708,1688.8,230,19.13,21.25,21.77,105.15,104.32,102.27,1344,113.26,91.73,305.86,43.12,761.89,560.15,109.69,114.32,110.72,1335,541,703,2579,133,61,19,329,41,593,719,1202,1743,179,427,1396,961,314,406,1480,309,87,42.9,36.34,34.02,42,51,40,2610.5,1876,1896.06,264,19.94,13.18,13.69,119.52,120.53,117.98
NSH,2012,NSH,NSH,18,Team Level,5on5,48,0.51,0.47,0.47,142850,979.81,76.68,65.03,228.81,31.33,543.79,403.35,74.32,76.08,73.7,982,367,461,1810,75,67,16,207,34,421,545,907,1274,153,366,1072,926,260,311,1029,255,65,28.9,30,17.78,25,39,11,1780.63,1349,1329.8,201,13.37,14.7,15.23,74.83,74,72.98,1077.75,73.96,70.77,254.11,34.71,612.71,456.74,72.2,75.01,73.23,1064,439,564,2067,87,46,14,277,34,477,582,977,1416,158,376,1083,885,268,336,1230,233,40,35.43,27.54,10.99,34,36,17,2098.51,1503,1523.06,226,14.49,8.99,9.1,79.35,80.37,79.31
NSH,2012,NSH,NSH,18,Team Level,4on5,48,0.08,0.07,0.08,12861,15.28,1.9,0.84,1.98,0.42,4.35,11.5,1.9,1.9,1.9,13,8,3,24,1,0,0,4,2,2,12,12,20,6,12,111,28,32,19,15,3,3,0.52,0.4,0.97,0,1,0,24,21,21,18,0.2,0,0,2.09,2.09,2.09,161.95,22.07,14.91,32.1,5.15,101.09,52.69,20.57,22.07,20.57,169,59,97,325,28,9,3,34,3,84,70,141,200,11,22,119,10,5,29,152,49,27,4.39,5.4,12.28,5,10,13,325,228,228,4,3.79,2.81,3.22,22.64,22.64,21.37
NSH,2012,NSH,NSH,18,Team Level,5on4,48,0.91,0.91,0.9,13636,167.28,18.79,15.69,35.83,5.43,105.57,54.69,17.37,18.79,17.37,175,61,73,309,22,17,5,32,5,93,67,153,214,14,39,129,10,8,41,179,35,22,4.42,3.87,10.49,4,6,12,309,236,236,0,4.05,3.89,3.89,18.95,18.95,18.23,18.58,1.79,0.87,2.48,0.52,5.35,15.99,1.79,1.79,1.79,16,11,5,32,4,0,0,1,0,4,18,12,23,8,25,118,42,27,27,20,5,2,0.48,0.63,0.69,2,2,0,32,27,27,26,0.21,0,0,2,2,2
